"90","BTC","Bitcoin",1,"96346.77"
"80","ETH","Ethereum",2,"1849.50"
"518","USDT","Tether",3,"0.999942"
"58","XRP","XRP",4,"2.24"
"2710","BNB","Binance Coin",5,"603.20"
"48543","SOL","Solana",6,"152.04"
"33285","USDC","USD Coin",7,"0.999829"
"2","DOGE","Dogecoin",8,"0.179121"
"257","ADA","Cardano",9,"0.705706"
"2713","TRX","TRON",10,"0.249064"
"46971","STETH","Staked Ether",11,"1847.90"
"33422","WBTC","Wrapped Bitcoin",12,"96327.61"
"93845","SUI","Sui",13,"3.71"
"2751","LINK","ChainLink",14,"14.94"
"2753","CNX","Cryptonex",15,"49.15"
"44883","AVAX","Avalanche",16,"21.41"
"89","XLM","Stellar",17,"0.278755"
"33833","LEO","UNUS SED LEO",18,"9.01"
"54683","TON","TON Coin",19,"3.19"
"45088","SHIB","Shiba Inu",20,"0.000014"
"2321","BCH","Bitcoin Cash",21,"371.18"
"48555","HBAR","Hedera Hashgraph",22,"0.189447"
"148109","HYPE","Hyperliquid",23,"20.62"
"1","LTC","Litecoin",24,"87.10"
"32610","WETH","WETH",25,"1850.04"
"67117","BGB","Bitget Token",26,"4.38"
"45219","DOT","Polkadot",27,"4.17"
"32417","DAI","Dai",28,"0.999763"
"28","XMR","Monero",29,"272.26"
"93841","PEPE","Pepe",30,"0.000009"
"96901","WBETH","Wrapped Beacon ETH",31,"1974.66"
"47305","UNI","Uniswap",32,"5.39"
"111341","APT","Aptos",33,"5.55"
"33531","OKB","OKB",34,"51.83"
"121619","TAO","Bittensor",35,"370.60"
"48563","NEAR","NEAR Protocol",36,"2.58"
"121611","ONDO","Ondo",37,"0.930908"
"148111","TRUMP","OFFICIAL TRUMP",38,"13.13"
"46018","AAVE","Aave",39,"174.31"
"118","ETC","Ethereum Classic",40,"16.95"
"121595","MNT","Mantle",41,"0.744171"
"70485","KAS","Kaspa",42,"0.095221"
"135601","RENDER","Render",43,"4.61"
"44035","TKX","Tokenize Xchange",44,"29.78"
"2741","VET","VeChain",45,"0.027190"
"100423","FDUSD","First Digital USD",46,"0.998439"
"34406","ALGO","Algorand",47,"0.226762"
"33718","FET","Fetch.ai",48,"0.769231"
"32607","FIL","Filecoin",49,"2.82"
"148191","S","Sonic (prev. FTM)",50,"0.547785"
"33830","ATOM","Cosmos",51,"4.41"
"93847","ARB","Arbitrum",52,"0.340380"
"136105","TIA","Celestia",53,"2.76"
"12377","MKR","Maker",54,"1527.45"
"82537","BONK","Bonk",55,"0.000020"
"48569","STX","Stacks",56,"0.847853"
"141213","FARTCOIN","Fartcoin",57,"1.26"
"144321","BNSOL","Binance Staked SOL",58,"159.30"
"127083","VIRTUAL","Virtual Protocol",59,"1.74"
"2679","EOS","EOS",60,"0.683900"
"46183","INJ","Injective Protocol",61,"10.45"
"126763","ENA","Ethena",62,"0.334444"
"150883","IP","Story",63,"4.01"
"121593","IMX","Immutable",64,"0.574722"
"84965","FLR","Flare",65,"0.018012"
"48561","GRT","The Graph",66,"0.099578"
"32408","XDCE","XinFin Network",67,"0.077485"
"100427","SEI","Sei",68,"0.225471"
"48581","CRV","Curve DAO Token",69,"0.741751"
"33085","QNT","Quant",70,"77.31"
"70497","OP","Optimism",71,"0.736431"
"51947","FLOKI","Floki Inu",72,"0.000090"
"33819","CRO","Crypto.com Chain",73,"0.090191"
"47371","RAY","Raydium",74,"2.87"
"48039","JASMY","JasmyCoin",75,"0.017161"
"32604","NEXO","Nexo",76,"1.25"
"42855","XAUT","Tether Gold",77,"3236.76"
"46981","LDO","Lido DAO",78,"0.861040"
"32360","THETA","Theta Token",79,"0.767778"
"46273","DEXE","DeXe",80,"13.30"
"69801","USDD","USDD",81,"0.999349"
"45161","SAND","The Sandbox",82,"0.304454"
"33234","BCHSV","Bitcoin SV",83,"38.34"
"120829","CORE","Core",84,"0.789957"
"120827","HNT","Helium",85,"4.00"
"141199","KAIA","Kaia",86,"0.117442"
"126779","BRETT","Brett",87,"0.067543"
"56821","ENS","Ethereum Name Service",88,"18.97"
"46968","FRAX","Frax",89,"1.00"
"447","MIOTA","IOTA",90,"0.211742"
"42227","PAXG","PAX Gold",91,"3242.99"
"111369","ULTIMA","Ultima",92,"20014.07"
"48589","FLOW","Flow",93,"0.410696"
"121613","WIF","dogwifhat",94,"0.636978"
"45577","GALA","Gala",95,"0.017126"
"45985","CAKE","PancakeSwap",96,"2.11"
"70947","FLZ","Fellaz",97,"1.32"
"258","MANA","Decentraland",98,"0.320433"
"134","ZEC","Zcash",99,"35.82"
"3682","XTZ","Tezos",100,"0.565705"
