"90","BTC","Bitcoin",1,"105726.56"
"80","ETH","Ethereum",2,"2612.95"
"518","USDT","Tether",3,"1.00"
"58","XRP","XRP",4,"2.20"
"2710","BNB","Binance Coin",5,"671.52"
"48543","SOL","Solana",6,"163.04"
"33285","USDC","USD Coin",7,"0.999648"
"2","DOGE","Dogecoin",8,"0.204608"
"257","ADA","Cardano",9,"0.707957"
"46971","STETH","Staked Ether",10,"2610.47"
"2713","TRX","TRON",11,"0.272852"
"33422","WBTC","Wrapped Bitcoin",12,"105699.89"
"148109","HYPE","Hyperliquid",13,"33.49"
"93845","SUI","Sui",14,"3.47"
"2751","LINK","ChainLink",15,"14.52"
"44883","AVAX","Avalanche",16,"21.81"
"32610","WETH","WETH",17,"2621.51"
"89","XLM","Stellar",18,"0.273767"
"54683","TON","TON Coin",19,"3.32"
"33833","LEO","UNUS SED LEO",20,"9.07"
"2321","BCH","Bitcoin Cash",21,"410.23"
"45088","SHIB","Shiba Inu",22,"0.000013"
"67117","BGB","Bitget Token",23,"4.95"
"1","LTC","Litecoin",24,"90.22"
"48555","HBAR","Hedera Hashgraph",25,"0.176214"
"28","XMR","Monero",26,"332.34"
"45219","DOT","Polkadot",27,"4.20"
"93841","PEPE","Pepe",28,"0.000013"
"32417","DAI","Dai",29,"0.999705"
"96901","WBETH","Wrapped Beacon ETH",30,"2795.87"
"151099","PI","Pi",31,"0.680635"
"127063","sUSDe","Ethena Staked USDe",32,"1.17"
"47305","UNI","Uniswap",33,"6.59"
"46018","AAVE","Aave",34,"249.21"
"121619","TAO","Bittensor",35,"408.20"
"48563","NEAR","NEAR Protocol",36,"2.65"
"33531","OKB","OKB",37,"51.11"
"111341","APT","Aptos",38,"5.15"
"121611","ONDO","Ondo",39,"0.865915"
"118","ETC","Ethereum Classic",40,"17.65"
"80447","JITOSOL","Jito Staked SOL",41,"196.34"
"70485","KAS","Kaspa",42,"0.093064"
"148111","TRUMP","OFFICIAL TRUMP",43,"11.47"
"121595","MNT","Mantle",44,"0.678335"
"135601","RENDER","Render",45,"4.09"
"2741","VET","VeChain",46,"0.025070"
"33718","FET","Fetch.ai",47,"0.828501"
"100423","FDUSD","First Digital USD",48,"0.998314"
"33830","ATOM","Cosmos",49,"4.44"
"34406","ALGO","Algorand",50,"0.204073"
"32607","FIL","Filecoin",51,"2.66"
"93847","ARB","Arbitrum",52,"0.370016"
"44863","RNDR","Render Token",53,"4.12"
"12377","MKR","Maker",54,"1595.02"
"46183","INJ","Injective Protocol",55,"14.30"
"127083","VIRTUAL","Virtual Protocol",56,"2.13"
"148191","S","Sonic (prev. FTM)",57,"0.414278"
"144321","BNSOL","Binance Staked SOL",58,"171.80"
"33085","QNT","Quant",59,"106.96"
"82537","BONK","Bonk",60,"0.000018"
"136105","TIA","Celestia",61,"2.37"
"2679","EOS","EOS",62,"0.772315"
"48569","STX","Stacks",63,"0.785366"
"141213","FARTCOIN","Fartcoin",64,"1.13"
"126763","ENA","Ethena",65,"0.346275"
"136127","SPX","SPX6900",66,"1.12"
"121593","IMX","Immutable",67,"0.585755"
"121613","WIF","dogwifhat",68,"1.01"
"2750","KCS","KuCoin Shares",69,"11.31"
"150883","IP","Story",70,"4.01"
"84965","FLR","Flare",71,"0.017551"
"48561","GRT","The Graph",72,"0.099353"
"33819","CRO","Crypto.com Chain",73,"0.097362"
"48581","CRV","Curve DAO Token",74,"0.703697"
"51947","FLOKI","Floki Inu",75,"0.000092"
"46981","LDO","Lido DAO",76,"0.971208"
"100427","SEI","Sei",77,"0.204893"
"134","ZEC","Zcash",78,"51.99"
"70497","OP","Optimism",79,"0.702492"
"42855","XAUT","Tether Gold",80,"3307.18"
"46273","DEXE","DeXe",81,"14.21"
"32360","THETA","Theta Token",82,"0.794385"
"32604","NEXO","Nexo",83,"1.22"
"56821","ENS","Ethereum Name Service",84,"22.18"
"48039","JASMY","JasmyCoin",85,"0.016119"
"47371","RAY","Raydium",86,"2.67"
"147663","WHITE","WhiteRock",87,"0.001194"
"70947","FLZ","Fellaz",88,"1.62"
"69801","USDD","USDD",89,"0.999519"
"32408","XDCE","XinFin Network",90,"0.060591"
"45985","CAKE","PancakeSwap",91,"2.44"
"151101","PENGU","Pudgy Penguins",92,"0.011064"
"45161","SAND","The Sandbox",93,"0.284320"
"120829","CORE","Core",94,"0.766339"
"42227","PAXG","PAX Gold",95,"3319.49"
"33234","BCHSV","Bitcoin SV",96,"34.31"
"48839","PENDLE","Pendle",97,"4.13"
"141199","KAIA","Kaia",98,"0.110252"
"46968","FRAX","Frax",99,"0.998819"
"45577","GALA","Gala",100,"0.017527"
