"90","BTC","Bitcoin",1,"82698.70"
"80","ETH","Ethereum",2,"1782.77"
"518","USDT","Tether",3,"1.00"
"58","XRP","XRP",4,"2.07"
"2710","BNB","Binance Coin",5,"586.32"
"48543","SOL","Solana",6,"117.02"
"33285","USDC","USD Coin",7,"1.00"
"2","DOGE","Dogecoin",8,"0.163023"
"257","ADA","Cardano",9,"0.632370"
"2713","TRX","TRON",10,"0.239338"
"46971","STETH","Staked Ether",11,"1782.70"
"33422","WBTC","Wrapped Bitcoin",12,"82640.95"
"33833","LEO","UNUS SED LEO",13,"9.07"
"54683","TON","TON Coin",14,"3.28"
"2751","LINK","ChainLink",15,"12.57"
"2753","CNX","Cryptonex",16,"42.15"
"89","XLM","Stellar",17,"0.249695"
"45088","SHIB","Shiba Inu",18,"0.000012"
"44883","AVAX","Avalanche",19,"17.09"
"93845","SUI","Sui",20,"2.13"
"67117","BGB","Bitget Token",21,"4.43"
"1","LTC","Litecoin",22,"80.80"
"32610","WETH","WETH",23,"1792.28"
"48555","HBAR","Hedera Hashgraph",24,"0.156320"
"2321","BCH","Bitcoin Cash",25,"293.98"
"45219","DOT","Polkadot",26,"3.94"
"32417","DAI","Dai",27,"0.999242"
"45178","OM","MANTRA DAO",28,"6.23"
"28","XMR","Monero",29,"212.35"
"148109","HYPE","Hyperliquid",30,"11.34"
"96901","WBETH","Wrapped Beacon ETH",31,"1899.61"
"47305","UNI","Uniswap",32,"5.69"
"33531","OKB","OKB",33,"53.57"
"93841","PEPE","Pepe",34,"0.000007"
"48563","NEAR","NEAR Protocol",35,"2.38"
"111341","APT","Aptos",36,"4.73"
"121611","ONDO","Ondo",37,"0.784801"
"121595","MNT","Mantle",38,"0.735917"
"118","ETC","Ethereum Classic",39,"15.71"
"46018","AAVE","Aave",40,"146.36"
"100423","FDUSD","First Digital USD",41,"0.996099"
"33830","ATOM","Cosmos",42,"4.71"
"148111","TRUMP","OFFICIAL TRUMP",43,"9.00"
"121619","TAO","Bittensor",44,"212.33"
"2741","VET","VeChain",45,"0.021431"
"32607","FIL","Filecoin",46,"2.62"
"70485","KAS","Kaspa",47,"0.061993"
"135601","RENDER","Render",48,"3.02"
"148191","S","Sonic (prev. FTM)",49,"0.479663"
"34406","ALGO","Algorand",50,"0.176609"
"136105","TIA","Celestia",51,"2.56"
"93847","ARB","Arbitrum",52,"0.300469"
"12377","MKR","Maker",53,"1327.43"
"2679","EOS","EOS",54,"0.753841"
"150883","IP","Story",55,"4.23"
"33718","FET","Fetch.ai",56,"0.413349"
"126763","ENA","Ethena",57,"0.304504"
"144321","BNSOL","Binance Staked SOL",58,"121.90"
"48569","STX","Stacks",59,"0.603012"
"32408","XDCE","XinFin Network",60,"0.070241"
"46273","DEXE","DeXe",61,"14.96"
"33819","CRO","Crypto.com Chain",62,"0.091868"
"2750","KCS","KuCoin Shares",63,"9.56"
"148115","MOVE","Movement",64,"0.366588"
"33085","QNT","Quant",65,"68.07"
"70497","OP","Optimism",66,"0.676750"
"46183","INJ","Injective Protocol",67,"8.01"
"48561","GRT","The Graph",68,"0.080799"
"32360","THETA","Theta Token",69,"0.754293"
"42855","XAUT","Tether Gold",70,"3052.76"
"69801","USDD","USDD",71,"0.998532"
"82537","BONK","Bonk",72,"0.000011"
"84965","FLR","Flare",73,"0.013154"
"46981","LDO","Lido DAO",74,"0.799006"
"121593","IMX","Immutable",75,"0.406290"
"100427","SEI","Sei",76,"0.159425"
"77731","BNX","BinaryX",77,"1.78"
"3682","XTZ","Tezos",78,"0.645963"
"32604","NEXO","Nexo",79,"1.02"
"141199","KAIA","Kaia",80,"0.107206"
"134","ZEC","Zcash",81,"38.48"
"45161","SAND","The Sandbox",82,"0.255546"
"111369","ULTIMA","Ultima",83,"19307.09"
"42227","PAXG","PAX Gold",84,"3067.91"
"150197","BERA","Berachain",85,"5.59"
"48581","CRV","Curve DAO Token",86,"0.466835"
"70947","FLZ","Fellaz",87,"1.23"
"33234","BCHSV","Bitcoin SV",88,"30.13"
"48589","FLOW","Flow",89,"0.362991"
"45577","GALA","Gala",90,"0.014355"
"56821","ENS","Ethereum Name Service",91,"14.79"
"51947","FLOKI","Floki Inu",92,"0.000053"
"45985","CAKE","PancakeSwap",93,"1.72"
"47371","RAY","Raydium",94,"1.71"
"32479","TUSD","TrueUSD",95,"0.998821"
"447","MIOTA","IOTA",96,"0.161589"
"111357","PYUSD","PayPal USD",97,"1.00"
"120827","HNT","Helium",98,"2.73"
"48039","JASMY","JasmyCoin",99,"0.009974"
"48839","PENDLE","Pendle",100,"3.01"
