"90","BTC","Bitcoin",1,"95534.26"
"80","ETH","Ethereum",2,"1832.10"
"518","USDT","Tether",3,"1.00"
"58","XRP","XRP",4,"2.19"
"2710","BNB","Binance Coin",5,"593.28"
"48543","SOL","Solana",6,"145.99"
"33285","USDC","USD Coin",7,"0.999882"
"2","DOGE","Dogecoin",8,"0.174131"
"257","ADA","Cardano",9,"0.690703"
"2713","TRX","TRON",10,"0.247349"
"46971","STETH","Staked Ether",11,"1832.37"
"33422","WBTC","Wrapped Bitcoin",12,"95476.88"
"93845","SUI","Sui",13,"3.25"
"2753","CNX","Cryptonex",14,"48.69"
"2751","LINK","ChainLink",15,"14.08"
"33833","LEO","UNUS SED LEO",16,"8.99"
"44883","AVAX","Avalanche",17,"20.16"
"89","XLM","Stellar",18,"0.268275"
"54683","TON","TON Coin",19,"3.10"
"45088","SHIB","Shiba Inu",20,"0.000013"
"2321","BCH","Bitcoin Cash",21,"358.00"
"148109","HYPE","Hyperliquid",22,"20.95"
"48555","HBAR","Hedera Hashgraph",23,"0.179201"
"1","LTC","Litecoin",24,"86.13"
"32610","WETH","WETH",25,"1831.46"
"67117","BGB","Bitget Token",26,"4.33"
"45219","DOT","Polkadot",27,"3.97"
"32417","DAI","Dai",28,"0.999935"
"28","XMR","Monero",29,"271.03"
"96901","WBETH","Wrapped Beacon ETH",30,"1956.82"
"93841","PEPE","Pepe",31,"0.000008"
"33531","OKB","OKB",32,"51.44"
"47305","UNI","Uniswap",33,"5.09"
"111341","APT","Aptos",34,"5.16"
"121619","TAO","Bittensor",35,"350.59"
"48563","NEAR","NEAR Protocol",36,"2.38"
"121611","ONDO","Ondo",37,"0.869702"
"46018","AAVE","Aave",38,"174.99"
"121595","MNT","Mantle",39,"0.733035"
"118","ETC","Ethereum Classic",40,"16.31"
"70485","KAS","Kaspa",41,"0.091250"
"135601","RENDER","Render",42,"4.40"
"148111","TRUMP","OFFICIAL TRUMP",43,"11.18"
"2741","VET","VeChain",44,"0.025531"
"100423","FDUSD","First Digital USD",45,"0.999292"
"34406","ALGO","Algorand",46,"0.203263"
"33718","FET","Fetch.ai",47,"0.686289"
"148191","S","Sonic (prev. FTM)",48,"0.525961"
"32607","FIL","Filecoin",49,"2.64"
"33830","ATOM","Cosmos",50,"4.15"
"12377","MKR","Maker",51,"1514.38"
"93847","ARB","Arbitrum",52,"0.317723"
"136105","TIA","Celestia",53,"2.42"
"48569","STX","Stacks",54,"0.779513"
"144321","BNSOL","Binance Staked SOL",55,"153.10"
"82537","BONK","Bonk",56,"0.000016"
"141213","FARTCOIN","Fartcoin",57,"1.10"
"2679","EOS","EOS",58,"0.707542"
"84965","FLR","Flare",59,"0.019465"
"127083","VIRTUAL","Virtual Protocol",60,"1.64"
"33085","QNT","Quant",61,"85.14"
"70947","FLZ","Fellaz",62,"2.12"
"121593","IMX","Immutable",63,"0.562967"
"46183","INJ","Injective Protocol",64,"9.49"
"150883","IP","Story",65,"3.67"
"32408","XDCE","XinFin Network",66,"0.073484"
"48581","CRV","Curve DAO Token",67,"0.696780"
"126763","ENA","Ethena",68,"0.290216"
"48561","GRT","The Graph",69,"0.091335"
"100427","SEI","Sei",70,"0.206179"
"33819","CRO","Crypto.com Chain",71,"0.089137"
"46273","DEXE","DeXe",72,"14.45"
"32604","NEXO","Nexo",73,"1.26"
"70497","OP","Optimism",74,"0.683321"
"42855","XAUT","Tether Gold",75,"3258.63"
"48039","JASMY","JasmyCoin",76,"0.016045"
"47371","RAY","Raydium",77,"2.67"
"69801","USDD","USDD",78,"0.999091"
"51947","FLOKI","Floki Inu",79,"0.000077"
"46981","LDO","Lido DAO",80,"0.814673"
"33234","BCHSV","Bitcoin SV",81,"36.71"
"32360","THETA","Theta Token",82,"0.694018"
"141199","KAIA","Kaia",83,"0.114898"
"45161","SAND","The Sandbox",84,"0.279259"
"120827","HNT","Helium",85,"3.80"
"56821","ENS","Ethereum Name Service",86,"19.02"
"42227","PAXG","PAX Gold",87,"3261.35"
"111369","ULTIMA","Ultima",88,"20241.04"
"447","MIOTA","IOTA",89,"0.210029"
"120829","CORE","Core",90,"0.679581"
"48589","FLOW","Flow",91,"0.373806"
"45985","CAKE","PancakeSwap",92,"1.95"
"258","MANA","Decentraland",93,"0.293942"
"134","ZEC","Zcash",94,"34.83"
"45577","GALA","Gala",95,"0.015407"
"3682","XTZ","Tezos",96,"0.552657"
"121613","WIF","dogwifhat",97,"0.559882"
"126779","BRETT","Brett",98,"0.055789"
"148117","XCN","Onyxcoin",99,"0.017300"
"32373","TEL","Telcoin",100,"0.005643"
